page_title,page_length,incoming_links,interwiki_links,street_count,Score,
Józef_Muczkowski,4801,18,,,128,
Abraham_Szwajcer,4445,9,,1,128,
Maria_Przybyłko-Potocka,6210,15,,,128,
Władysław_Barcikowski,6208,15,,,128,
Edward_Lansdale,10891,10,,,128,
Leszek_Solski,6837,14,,,128,
Aleksander_Oszacki,7582,13,,,128,
Jekatierina_Pieszkowa,8465,12,,,128,
Władimir_Szuchow,4122,20,,,128,
Jurij_Jakowlew_(aktor),3844,21,,,128,
Jan_Bernard_Mile,4431,19,,,128,
Czesław_Nanke,4785,18,,,128,
Franciszek_Mróz,6191,15,,,128,
Karol_Mecherzyński,6190,15,,,128,
Józef_Bielawski_(duchowny),7561,13,,,128,
Antonina_Latinik-Rieger,7559,13,,,128,
Franciszek_Czarnomski,4423,19,,,128,
Siemion_Kurkotkin,9517,11,,,128,
Andrzej_Hulanicki,6808,14,,,128,
Józef_Bieliński,6177,15,,,128,
Virginia_Oldoini,6177,15,,,128,
Antoni_Justat,6804,14,,,128,
Norbert_Lippóczy,9507,11,,,128,
Antoni_Żukowski,6174,15,,,128,
Jemieljan_Jarosławski,6173,15,,,128,
Henryk_Klawe,4769,18,,,128,
Stanisław_Bełzecki,3358,11,,1,128,
Irena_Kamieńska,6797,14,,,128,
Jānis_Balodis,10822,10,,,128,
Jan_Kanty_Krasicki,9497,11,,,128,
Czesław_Andrycz,5631,16,,,128,
Antoni_Gustaw_Bem,6167,15,,,128,
Daniel_Szafran,6793,14,,,128,
Katarzyna_Latałło,2812,26,,,128,
Jerzy_Czernik,2662,27,,,128,
Stefan_Botner,9488,11,,,128,
Mirosław_Krzysztofiak,5164,17,,,128,
Maria_Paruszewska,5625,16,,,128,
Andrzej_Makowski_(kartograf),7524,13,,,128,
Sylwestr_Hawryszkewycz,6158,15,,,128,
Juozas_Urbšys,3351,23,,,128,
Roman_Skoczyński,21278,6,,,128,
Jurij_Pokalczuk,4402,19,,,128,
Jan_Huczko,21261,6,,,128,
Filipp_Agalcow,10789,10,,,128,
Janusz_Lech_Jakubowski,9466,11,,,128,
Oskar_Callier,6773,14,,,128,
Zbigniew_Pałyszko,3566,22,,,128,
Robert_Stolz,3565,22,,,128,
Marian_Klott,9461,11,,,128,
Ludwik_Sobolewski_(działacz_sportowy),5609,16,,,128,
Andrzej_Tylec,2965,25,,,128,
Zbigniew_Zaleski,3809,21,,,128,
Walenty_Regulski,9453,11,,,128,
Zbigniew_Gessler,5145,17,,,128,
Dmitrij_Czeczulin,5143,17,,,128,
Ludwik_Konarski,6137,15,,,128,
Janusz_Tymowski,10765,10,,,128,
Barbara_Orzechowska,4740,18,,,128,
Maria_Arndt,3802,21,,,128,
Karol_Kozłowski_(architekt),2270,30,,,128,
Jan_Drzewiecki_(generał),8361,12,,,128,
Roman_Sierociński,7479,6,,1,128,
Mieczysław_Kowalski_(generał),6743,14,,,128,
Mieczysław_Michalski,3331,11,,1,128,
Edward_Pacewicz,4729,18,,,128,
Marianna_Sankiewicz-Budzyńska,5586,16,,,128,
Czesław_Mankiewicz,5124,17,,,128,
Janina_Dziarnowska,5123,17,,,128,
Andrzej_Stankiewicz_(okulista),6111,15,,,128,
Zygmunt_Kittel,8342,12,,,128,
Erwin_Mehlem,7464,13,,,128,
Witold_Jurasz_(1931–2004),7464,13,,,128,
Maksym_Nikonorow,6108,15,,,128,
Zdzisław_Karpiński_(weterynarz),9403,11,,,128,
Lazar_Fuks,5117,17,,,128,
Florian_Barciński,3786,21,,,128,
Władysław_Rajnold_Korotyński,4058,20,,,128,
Tadeusz_Łopalewski,4366,19,,,128,
Michaił_Łarionow,2262,30,,,128,
Henryk_Natanson,3783,21,,,128,
Mieczysław_Brzeziński,4363,19,,,128,
Kuprijan_Kirkiż,4712,18,,,128,
Adam_Kosiba,12340,9,,,128,
Sergiusz_Toll,17245,7,,,128,
Stefan_Cegielski,4052,20,,,128,
Tadeusz_Jeszke,12330,9,,,128,
Józef_Targowski,6091,15,,,128,
Tadeusz_Malak,4355,19,,,128,
Aleksander_Król,5557,16,,,128,
Mieczysław_Juchniewicz,3312,23,,,128,
Jan_Chrystian_Schuch,5556,16,,,128,
Kazimierz_Doktór,6085,15,,,128,
Dmitrij_Lichaczow,4353,19,,,128,
Stefan_Wołoszyn,4044,20,,,128,
Edmund_Szyc,6698,14,,,128,
Helena_Madurowicz-Urbańska,9359,11,,,128,
Jan_Chudzicki,9359,11,,,128,
Stanisław_Piro,8300,12,,,128,
Czesław_Pieniak,8297,12,,,128,
Zygmunt_Urbański,5092,17,,,128,
Iwan_Bołdin,5091,17,,,128,
Nikołaj_Podwojski,7422,13,,,128,
Karol_Kurek,9353,11,,,128,
Władysław_Kozicki,5090,17,,,128,
Jan_Adamus,4343,19,,,128,
Anatol_Gupieniec,5541,16,,,128,
Jan_Arski,3519,22,,,128,
Bohdan_Krawciw,2766,26,,,128,
Jerzy_Bielecki_(aktor),5535,16,,,128,
Hieronim_Kozieł,1956,33,,,128,
Łucja_Danielewska,6061,7,,1,128,
Bernard_Szczęsny,6677,14,,,128,
Maciej_Jabłoński_(muzykolog),5533,16,,,128,
Adam_Obarski,4027,20,,,128,
Teresa_Kruszewska,5529,16,,,128,
Maria_Irena_Mileska,6055,15,,,128,
Stanisław_Paszke,5528,16,,,128,
Wiktor_Pełka,7397,13,,,128,
Tadeusz_Skałkowski,4678,18,,,128,
Stanisław_Leszek_Olszewski,4330,19,,,128,
Ludwik_Straszewicz,4676,18,,,128,
Wanda_Sieradzka_de_Ruig,3750,21,,,128,
Wincenty_Bogucki,5067,17,,,128,
Ludwik_Franciszek_Wlazełko,20887,6,,,128,
Czesław_Piotrowski_(ksiądz),5063,17,,,128,
Maria_Witkiewiczowa,5062,17,,,128,
Edward_Duchnowski,5515,16,,,128,
Wiktor_Grygorenko,7378,13,,,128,
Anton_Lawicki,8240,12,,,128,
Jan_Górecki_(szef_BOR),5056,17,,,128,
Alfred_Laboga,3283,23,,,128,
Karl_Zeller,3499,22,,,128,
Jerzy_Antoszewicz,14295,8,,,128,
Mieczysław_Piotrowski_(pisarz),6028,15,,,128,
Lucjan_Jasiński,12196,9,,,128,
Jan_Walter_(duchowny),6638,14,,,128,
Ewelina_Nurczyńska-Fidelska,4656,18,,,128,
Zdzisław_Stropek,8226,12,,,128,
Ryszard_Jan_Harajda,10567,10,,,128,
Jan_Kopałka,6022,15,,,128,
Anna_Maria_Borowska,6633,14,,,128,
Tadeusz_Świątkowski,6018,15,,,128,
Edward_Kuntze,3080,24,,,128,
Edward_Szpitel,6628,14,,,128,
Kazimierz_Partyka_(pułkownik),9261,11,,,128,
Adam_Sheybal,12172,9,,,128,
Józef_Heldenburg,26191,5,,,128,
Roch_Morcinek,8209,12,,,128,
Bronisław_Kopyciński,3487,22,,,128,
Leon_Gregorowicz,8207,12,,,128,
Danuta_Sadowska,6008,15,,,128,
Emanuel_Hamburski,7339,13,,,128,
Zuzanna_Łapicka,3268,23,,,128,
Jacek_Szpotański,3991,20,,,128,
Józef_Uznański,8192,12,,,128,
Cyprian_(Borisewicz),5476,16,,,128,
Józef_Serwa,12138,9,,,128,
Wiesława_Aniela_Cichowicz,10520,10,,,128,
Pierre_Salinger,2894,25,,,128,
Boris_Wannikow,7325,13,,,128,
Stanisław_Śreniowski,4289,19,,,128,
Aleksander_Krzeczunowicz,5023,17,,,128,
Stanisław_Kielan_(profesor),6601,14,,,128,
Nikołaj_Pogodin,3476,22,,,128,
Janusz_Przewłocki,3715,21,,,128,
Anna_Burdówna,10508,10,,,128,
Wacław_Iwaszkiewicz_(oficer),8177,12,,,128,
Herman_Epstein,4284,19,,,128,
Franciszek_Bernaś,5987,15,,,128,
Janusz_Dembski,2730,26,,,128,
Marian_Wieleżyński,8171,12,,,128,
Jan_Górecki_(1910–2003),5982,15,,,128,
Konstanty_Stecki_(botanik),3976,20,,,128,
Janusz_Kulas,9205,5,,1,128,
Barbara_Enholc-Narzyńska,5009,17,,,128,
Wiesław_Krawczyński,7301,13,,,128,
Stanisław_Janik_(organmistrz),10475,10,,,128,
Stanisław_Gołębiowski_(architekt),3968,20,,,128,
Henryk_Lenk,9187,11,,,128,
Dmitrij_Wołkogonow,3247,23,,,128,
Witold_Gądzikiewicz,5962,15,,,128,
Alfred_Loth,2877,25,,,128,
Wisła_Pankiewicz,3458,22,,,128,
Maurycy_Wolff,3243,23,,,128,
Emilian_Piasecki,7280,13,,,128,
Juliusz_Roman_Heinzel,5958,15,,,128,
Kazimierz_Marczewski,4603,18,,,128,
Zbigniew_Korpolewski,4603,18,,,128,
Wilhelm_Rappé,12053,9,,,128,
Maria_Nalepińska,3693,10,,1,128,
Luiza_Małgorzata,4257,19,,,128,
Antoni_Giza,4986,17,,,128,
Bronisław_Sochor,6553,14,,,128,
Alicja_Napiórkowska,8122,12,,,128,
Karol_Borysowicz,12039,9,,,128,
Mariusz_Bojemski,4984,8,,1,128,
Sebastian_Strzałkowski,10431,10,,,128,
Franciszek_Teodor_Ejsmond,4592,18,,,128,
Witold_Lipski_(informatyk),5942,15,,,128,
Władysław_Kandefer_(polityk),7255,13,,,128,
Józef_Frieske,2708,26,,,128,
Fiodor_Kuzniecow_(1898–1961),6541,14,,,128,
Franciszek_Bieda,5937,15,,,128,
Władysława_Weychert-Szymanowska,8103,12,,,128,
Wojciech_Dąbrowski_(funkcjonariusz),10410,10,,,128,
Michał_Cieński,10409,10,,,128,
Antoni_Bronikowski_(powstaniec),5930,15,,,128,
Dmitrij_Grigorowicz,5414,16,,,128,
Stefan_Brykczyński,6532,14,,,128,
Tadeusz_Szczurkiewicz,5928,15,,,128,
Feliks_Jaroński_(pianista),4579,18,,,128,
Amazasp_Babadżanian,7240,13,,,128,
Bolesław_Baranowski_(chemik),9120,11,,,128,
Henryk_Modrzewski,3938,20,,,128,
Józef_Zieliński_(historyk),10386,10,,,128,
Wiktor_Ziemiński,8083,12,,,128,
Eugenia_Lewicka,6521,14,,,128,
Jerzy_Więcław,5401,16,,,128,
Emil_Godlewski_(1875−1944),6515,14,,,128,
Mariusz_Markiewicz,3429,22,,,128,
Danuta_Szmit-Zawierucha,4567,18,,,128,
Leon_Kulczyński,10367,10,,,128,
Bogdan_Chruścicki,4951,17,,,128,
Bronisław_Kamiński_(major),6505,14,,,128,
Nika_Strzemińska,4562,18,,,128,
Czesław_Eckhardt,11947,9,,,128,
Antoni_Hajzik,11945,9,,,128,
Józef_Sobieraj,5901,15,,,128,
Stanisław_Biały_(1868–1932),20393,6,,,128,
Henryk_Wodzicki,5895,15,,,128,
Lucjan_Broniewicz,5895,15,,,128,
Aleksandr_Szlapnikow,9076,11,,,128,
Antoni_Józef_Marylski,5893,15,,,128,
Roman_Kryże,5893,15,,,128,
Krystyna_Chmielewska,3918,20,,,128,
Stanisław_Szuttenbach,5378,16,,,128,
Franciszek_Nowotny,5889,15,,,128,
Michaił_Bałandin,5377,16,,,128,
Marian_Senger,6487,14,,,128,
Mieczysław_Szpakiewicz,8039,12,,,128,
Antoni_Maciej_Durski,9062,11,,,128,
Feliks_Zamenhof,4932,17,,,128,
Bronisława_Poświkowa,5885,15,,,128,
Wasilij_Pietrow_(1917–2014),11911,9,,,128,
Eugeniusz_Brzezicki,7189,13,,,128,
Stefan_Rychalski,11909,9,,,128,
Zofia_Sykulska-Szancerowa,3202,23,,,128,
Henryk_Gustaw_Lauer,5882,15,,,128,
Andrzej_Czarniak,4207,19,,,128,
Jarema_Klich,4542,18,,,128,
Nikita_Bogosłowski,3409,22,,,128,
Abraham_Morewski,5365,16,,,128,
Zdzisław_Eichler,4924,17,,,128,
Alfons_Płotkowiak,7178,13,,,128,
Michaił_Łaszewicz,8020,12,,,128,
Ewa_Urszula_Wilczur-Garztecka,3196,23,,,128,
Małgorzata_Zwierzchowska,3903,20,,,128,
Bronisław_Fila,6465,14,,,128,
Marek_Ludwik_Reverdil,4915,17,,,128,
Stanisław_Winczewski,4532,18,,,128,
Włodzimierz_Krzyżosiak,9030,11,,,128,
Siergiej_Niepobiedimy,8007,12,,,128,
Jerzy_Skoczyński,9025,11,,,128,
Franciszek_Kowalewski,10283,10,,,128,
Edward_Hyra,5351,16,,,128,
Aleksander_Lewin,5859,15,,,128,
Johann_Demel_von_Elswehr,4192,19,,,128,
Włodzimierz_Kłopocki,4192,19,,,128,
Tadeusz_Machalski_(1881–1943),8000,12,,,128,
Stanisław_Biedrzycki,7158,13,,,128,
Stefan_Bagiński,7158,13,,,128,
Andrzej_Zbierski,5349,16,,,128,
Andrzej_Prus-Bogusławski,3895,20,,,128,
Adam_Miodoński,7155,13,,,128,
Eugeniusz_Barwiński,7155,13,,,128,
Zygmunt_Michałowski_(dziennikarz),7155,13,,,128,
Eligiusz_Preisler,6451,14,,,128,
William_Buckley,9014,11,,,128,
Władysław_Osto-Suski,3630,21,,,128,
Jerzy_Hawrot,5342,16,,,128,
Charles_Huntziger,3184,23,,,128,
Piotr_Majchrzak,4518,18,,,128,
Marian_Friedmann,7978,12,,,128,
Ija_Sawwina,7971,12,,,128,
Aleksander_Kiszkowski,8987,11,,,128,
Antoni_Cebulski,7131,13,,,128,
Ireneusz_Branowski,10239,10,,,128,
Alicja_Wyszyńska,2986,24,,,128,
Helena_Dunicz-Niwińska,4505,18,,,128,
Teresa_Landy,5323,16,,,128,
Henryk_Lewenfisz-Wojnarowski,4504,18,,,128,
Adam_Ferdynand_Czyżewicz,7957,12,,,128,
Zenon_Orłowski,5826,15,,,128,
Danuta_Boguszewska-Chlebowska,2267,29,,,128,
Władysław_Madejski,11778,9,,,128,
Konrad_Józef_Zieliński,11776,9,,,128,
Maciej_Mischke,7939,12,,,128,
Milena_Rudnycka,5814,15,,,128,
Hieronim_Powiertowski,4872,17,,,128,
Marceli_Barciński,5812,15,,,128,
Wiesław_Jażdżyński,4870,17,,,128,
Borys_Michałowski,1875,16,,1,128,
Julian_Godlewski,8946,11,,,128,
Włodzimierz_Olszewski_(reżyser),2053,31,,,128,
Mirosław_Hrynkiewicz,5805,15,,,128,
Zbigniew_Brzeziński_(epidemiolog),3860,20,,,128,
Anastazy_Landau,6393,14,,,128,
Michał_Zienkiewicz,8931,11,,,128,
Józef_Kostrzewski_(lekarz),5797,15,,,128,
Jan_Powierski,5292,16,,,128,
Karol_Marian_Pospieszalski,5792,15,,,128,
Leon_Dyczewski,6379,14,,,128,
Adam_Epstein,3850,20,,,128,
Jerzy_Kulesza,6378,14,,,128,
Ludwik_Metzell,5787,15,,,128,
Myron_Tarnawskyj,4849,17,,,128,
Aleksandr_Jefimow_(wojskowy),10151,10,,,128,
Jewhen_Małaniuk,11709,9,,,128,
Jan_Kacper_Heurich,2637,26,,,128,
Jerzy_Ważny,5772,15,,,128,
Grzegorz_Urbańczyk,5270,16,,,128,
Piotr_Jania,7051,13,,,128,
Jan_Łopuszański_(fizyk),5770,15,,,128,
Jan_Klemens_Minasowicz,3139,23,,,128,
Jan_Stankowski,10118,10,,,128,
Anna_Kutrzeba-Pojnarowa,5767,15,,,128,
Józef_Lubelski,7045,13,,,128,
Alfons_Zielonko,7872,12,,,128,
Jerzy_Dymkowski,7869,12,,,128,
Tadeusz_Nartowski,8868,11,,,128,
Edward_Heiman-Jarecki,6343,14,,,128,
Walery_Wysocki,6343,14,,,128,
Jan_Ligoń,3568,21,,,128,
Zygmunt_Bogdziewicz,4820,17,,,128,
Michał_Witwicki,4115,19,,,128,
Franciszek_Bossowski,7025,13,,,128,
Tommaso_Martinelli,4818,17,,,128,
Alojzy_Świątek,4814,17,,,128,
Jan_Nektariusz_(Kowalewski),10066,10,,,128,
Bolesław_Bałzukiewicz,3558,21,,,128,
Antoni_Rząsa,2234,29,,,128,
Czesław_Krzyszowski,6317,14,,,128,
Tadeusz_Kojder,6313,14,,,128,
Aleksander_Kucharski,3324,22,,,128,
Stella_Niemierko,3324,22,,,128,
Alfred_Obaliński,3319,22,,,128,
Ansgary_Malina,4092,19,,,128,
Majer_Wolanowski,5718,15,,,128,
Édouard_Branly,6295,14,,,128,
Zygmunt_Lutomski,4413,18,,,128,
Władysław_Bielański,6291,14,,,128,
Tadeusz_Ocioszyński,13521,8,,,128,
Filip_Lubelski,6283,14,,,128,
Jan_Mikrut,6968,13,,,128,
Stanisław_Kmita_(lekarz),5703,15,,,128,
Józef_Korycki,8780,11,,,128,
Bolesław_Wróblewski_(duchowny),6967,13,,,128,
Stanisław_Hoszowski,5205,16,,,128,
Manuel_Enrique_Araujo,1497,38,,,128,
Jerzy_Wielkoszyński,5202,16,,,128,
Edmund_Chojecki_(major),9992,10,,,128,
Józef_Symeon_Bogucki,4771,17,,,128,
Józef_Dubiński_(oficer),8764,11,,,128,
Roman_Leitgeber,6953,13,,,128,
Bronisław_Tusk,3784,20,,,128,
Vercors_(pisarz),4395,18,,,128,
Roman_Szymański_(generał),16079,7,,,128,
Czesław_Rzepiński,1756,34,,,128,
Jan_Dąbrowski_(dziennikarz),5188,16,,,128,
Roman_Kawecki,8748,11,,,128,
Abdon_Stryszak,4064,19,,,128,
Gustaw_Ostapowicz,5679,15,,,128,
Andriej_Fajt,3776,20,,,128,
Edward_Korniłowicz,4062,19,,,128,
Ludwik_Kuchar,7750,12,,,128,
Kazys_Škirpa,3518,21,,,128,
Nikołaj_Kamow,2448,27,,,128,
Juliusz_Bielszowski,3514,21,,,128,
Alfred_Wiślicki,5171,16,,,128,
Zbigniew_Zieleniewski,7730,12,,,128,
Franciszka_Wilczkowiakowa,8715,11,,,128,
Józef_Poborski,9929,10,,,128,
Aleksandr_Jakowlew_(polityk),5659,15,,,128,
Julian_Pałka,3283,22,,,128,
Wojciech_Bogaczyk,8710,11,,,127,
Mychajło_Pohotowko,5650,15,,,127,
Ryszard_Jamontt-Krzywicki,5154,16,,,127,
Antoni_Cebula,6218,14,,,127,
Stanisław_Budzyński,6216,14,,,127,
Kazimierz_Figlewicz,2723,12,,1,127,
Mieczysław_Daab,5641,15,,,127,
Maksymilian_Małkowiak,4034,19,,,127,
Kazimierz_Augustowski,4724,17,,,127,
Stefan_Surzycki,5146,16,,,127,
Paweł_Wildstein,5635,15,,,127,
Zygmunt_Kujawski,5144,16,,,127,
Adelbert_Woelfl,7684,12,,,127,
Marian_Massonius,5627,15,,,127,
Edward_Riedl,9870,10,,,127,
Anatol_Dowżenko,2879,24,,,127,
Julian_Flatau,5624,15,,,127,
Henryk_Hubertus_Jabłoński,4713,17,,,127,
Stanisław_Malec,6195,14,,,127,
Gustaw_Bikeles,6868,13,,,127,
Tadeusz_Eugeniusz_Łobos,6192,14,,,127,
Tadeusz_Ośko,8651,11,,,127,
Andrzej_Sadowski_(scenograf),4339,18,,,127,
Teodor_Błachowiak,2300,28,,,127,
Ludwik_Gawrych,5612,15,,,127,
Kamil_Bogacki,9845,10,,,127,
Luna_Drexlerówna,5611,15,,,127,
Jerzy_Chmiel,4702,17,,,127,
Zofia_Maternowska,11354,9,,,127,
Dmitrij_Fiłosofow,3052,23,,,127,
Karol_Wedel,4333,18,,,127,
Zygmunt_Policiewicz,9837,10,,,127,
Leon_Furmanowicz,7655,12,,,127,
Wiktor_Nechay,11344,9,,,127,
Stanisław_Chorążek,6845,13,,,127,
Czesław_Meissner,6171,14,,,127,
Jakub_Salinger,4692,17,,,127,
Andrzej_Gałkowski,6840,13,,,127,
Tadeusz_Kuniewski,6838,13,,,127,
Grzegorz_Sinko,5109,16,,,127,
Albina_Barańska,4323,18,,,127,
Henryk_Cichowski,8611,11,,,127,
Józef_Drotlew,13258,8,,,127,
Helena_Makowska-Fijewska,3244,22,,,127,
Konrad_Szubert,8607,11,,,127,
Marian_Fąka,6156,14,,,127,
Jerzy_Żydkiewicz,3465,21,,,127,
Zdzisław_Siedlewski,6824,13,,,127,
Janusz_Halicki,6152,14,,,127,
Stanisław_Rawicz_Kosiński,5098,16,,,127,
Ondřej_Sekora,9792,10,,,127,
Nikołaj_Patoliczew,3992,19,,,127,
Jerzy_(Wagner),6145,14,,,127,
Aleksandr_Puzyriewski,9785,10,,,127,
Zofia_Bielańska-Osuchowska,5092,16,,,127,
Marek_Rymuszko,3707,20,,,127,
Władimir_Safronow,5574,15,,,127,
Kazimierz_Czapla,4670,17,,,127,
Artur_z_Connaught,3987,19,,,127,
Maria_Wiechetek,5086,16,,,127,
Bernhard_Pollack,7604,12,,,127,
Aleksander_Teofil_Lipiński,9765,10,,,127,
Franciszek_Mróz_(generał),7597,12,,,127,
Piotr_Stolarek,5079,16,,,127,
Bożena_Modelska-Strzelecka,7593,12,,,127,
Tadeusz_Maj_(pułkownik),7593,12,,,127,
Bohdan_Mikuć,3978,19,,,127,
Antoni_Gościański,3225,22,,,127,
Irena_Szwalm,6792,13,,,127,
Adolf_Cambridge,3976,19,,,127,
Władysław_Kaliszek,7587,12,,,127,
Eugeniusz_Solski,11245,9,,,127,
Nikodem_Biernacki,6120,14,,,127,
Nora_Krusze,5555,15,,,127,
William_Shepherd_Benson,4292,18,,,127,
Anna_Rydlówna,5554,15,,,127,
Ludwik_Wierzbicki_(1834–1912),6118,14,,,127,
Gieorgij_Szpagin,4291,18,,,127,
Maria_Kasterska,6117,14,,,127,
Danuta_Mancewicz,3221,22,,,127,
Zdzisława_Wójcik,8548,11,,,127,
Zbigniew_Jurewicz,8546,11,,,127,
Władysław_Muszyński,3442,21,,,127,
Mieczysław_Piprek,3689,20,,,127,
Ernest_Bauman,7575,12,,,127,
Ksawery_Józef_Karol_Zalewski,8539,11,,,127,
Piotr_Chojnacki_(duchowny),7572,12,,,127,
Ludwik_Ziemblic,5545,15,,,127,
Mikołaj_Szczęsny,9724,10,,,127,
Maciej_Piekarski,4281,18,,,127,
Ryszard_Bodalski,5540,15,,,127,
Witalij_Sołomin,4642,17,,,127,
Andrej_Babajew,5539,15,,,127,
Antoni_Kazimierz_Blikle,5539,15,,,127,
Jacob_Devers,4278,18,,,127,
Wayne_Allwine,3210,22,,,127,
Jerzy_Roszak_(dyplomata),4275,18,,,127,
Władysław_Kornicki,11195,9,,,127,
Karol_Szwanke,3426,10,,1,127,
Franciszek_Kröbl,1952,31,,,127,
Jerzy_Heryng,5522,15,,,127,
Antoni_Korniak,13090,8,,,127,
Maciej_Jankowski_(1946–2019),6082,14,,,127,
Tadeusz_Żuliński_(lekarz),6082,14,,,127,
Leon_Feiner,7536,12,,,127,
Marian_Franke,7533,12,,,127,
Adolf_Dostal_(podpułkownik),11158,9,,,127,
Eugenia_Pragierowa,6072,14,,,127,
Wacław_Krawczyk,6732,13,,,127,
Wacław_Mayzel,4617,17,,,127,
Aleksandr_Kołdunow,11139,9,,,127,
Wiktor_Jakób,4611,17,,,127,
Wacław_Szokalski,7512,12,,,127,
Ludwik_Evert,6720,13,,,127,
Nina_Rydzewska,4608,8,,1,127,
Eduard_Nazarow,6057,14,,,127,
Stefan_Orliński,6057,14,,,127,
Maria_Burska-Przybora,3409,21,,,127,
Tadeusz_Kunicki_(generał),6053,14,,,127,
Adam_Rieger,2812,24,,,127,
Stanisław_Czekański,9636,10,,,127,
Tadeusz_Grochal,7499,12,,,127,
Alojzy_Żółkowski_(syn),5014,16,,,127,
Wacław_Wiślicki,5491,15,,,127,
Bruno_Biedermann,9633,10,,,127,
Zachari_Bakradze,9633,10,,,127,
Pawieł_Biełow,9631,10,,,127,
Olga_Bielska,3927,19,,,127,
Jan_Żołna-Manugiewicz,15523,7,,,127,
Bernard_Hanaoka,5005,16,,,127,
Helena_Seidel,2806,24,,,127,
August_Nowosielski,12987,8,,,127,
Apolinary_(Koszewoj),5000,16,,,127,
Franciszek_Bielowicz,2980,7,,2,127,
Jules_Déjerine,2132,29,,,127,
Salomon_Belis-Legis,5474,15,,,127,
Marian_Cichoń,6682,13,,,127,
Kajetan_Sawczuk,2976,11,,1,127,
Leszek_Moszyński,3635,20,,,127,
Iwan_Jumaszew,8416,11,,,127,
Zygfryd_Wolniak,6020,14,,,127,
Philip_Sheridan,1844,32,,,127,
Zofia_Ameisenowa,6671,13,,,127,
Leszek_Drewniak,7455,12,,,127,
Apoloniusz_Czernów,11043,9,,,127,
Jerzy_Piłat,4572,17,,,127,
Helena_Rzepecka,2356,13,,1,127,
Nikołaj_Puchow,7448,12,,,127,
Zofia_Kirkor-Kiedroniowa,5452,15,,,127,
Eugeniusz_Dutkiewicz,6659,13,,,127,
Marian_Czerkawski,12919,8,,,127,
Henryk_Julian_Levittoux,7438,12,,,127,
Mieczysław_Sylwester_Bobrownicki-Libchen,11024,9,,,127,
Mieczysław_Włodarski,7435,12,,,127,
Jerzy_Sylwester_Muszyński,8383,11,,,127,
Maria_Zbyszewska,2787,24,,,127,
Jan_Sawczak-Knihinicki,11016,9,,,127,
Józef_Górski_(prawnik),2786,24,,,127,
Kazimiera_Mamakowa,11012,9,,,127,
Danuta_Kaczyńska,4557,17,,,127,
Jan_Zakrzewski_(dziennikarz),3372,21,,,127,
Karol_Sobczak,5984,14,,,127,
Zofia_Franio,9528,10,,,127,
Krzysztof_Kmieć,7412,12,,,127,
Tadeusz_Kiełpiński_(siatkarz),2344,27,,,127,
Krzysztof_Bara,4546,17,,,127,
Tadeusz_Konopiński_(weterynarz),9513,10,,,127,
Zdzisław_Galinowski,10975,9,,,127,
Iwona_Borowicka,2950,11,,1,127,
Ryszard_Michalik,6620,13,,,127,
Jan_Juliusz_Kosina,9503,10,,,127,
Zygmunt_Warczygłowa,4539,8,,1,127,
Adam_Synowiecki,4538,17,,,127,
Mieczysław_Forlański,3600,20,,,127,
Andrzej_Abramowicz_(archeolog),4183,18,,,127,
Stanisław_Dobrzański_(pisarz),3872,19,,,127,
Renard_Czajkowski,4181,18,,,127,
Andrzej_Lipski_(poseł),3137,22,,,127,
Stanisław_Frankowski,2608,25,,,127,
Kazimierz_Pietkiewicz,6602,13,,,127,
Kazimierz_Górecki,3866,19,,,127,
Sŏng_Hye_Rim,2606,25,,,127,
Zofia_Bartoszewska,7369,12,,,127,
Karol_Fanslau,8307,11,,,127,
Wawrzyniec_Mikulski,4521,17,,,127,
Teodor_Werner,10918,9,,,127,
Florian_Wichłacz,8305,11,,,127,
Antonina_Barczewska,7365,12,,,127,
Walenty_Hartwig,7359,12,,,127,
Zofia_Wocalewska,1596,35,,,127,
Leon_Winiarski,9453,10,,,127,
Kazimierz_Koczocik,5387,7,,1,127,
Jonas_Staugaitis,2326,27,,,127,
Alexander_Pilcz,3123,22,,,127,
Zbigniew_Szpetulski,8288,11,,,127,
Tadeusz_Bigo,7346,12,,,127,
Stanisław_Chlebowski_(1835-1884),3335,21,,,127,
Melityna_Gromadska,5376,15,,,127,
Andrzej_Chodubski,3846,19,,,127,
Piotr_Tarnawiecki,5375,15,,,127,
Roman_Ulatowski,5373,7,,1,127,
Maksymilian_Machalski,8268,11,,,127,
Kazimierz_Chorzewski,3842,9,,1,127,
Monika_Żeromska,4149,18,,,127,
Jan_Zygmunt_Michałowski,6556,13,,,127,
Zygmunt_Wulfson,6556,13,,,127,
Zbigniew_Makowski_(malarz),3839,19,,,127,
Włodzimierz_Bochenek,9408,10,,,127,
Mieczysław_Ubysz,3566,20,,,127,
Aleksander_Barchacz,7320,12,,,127,
Antoni_Morawiecki,7320,12,,,127,
Salomon_Biber,3834,19,,,127,
Józef_Cygan,6547,6,,1,127,
Janusz_Łętowski,5902,14,,,127,
Stanisław_Wytyczak,7313,12,,,127,
Ottavio_Cagiano_de_Azevedo,3830,19,,,127,
Adam_Landman,2912,23,,,127,
Józef_Markiewicz_(medalier),7306,12,,,127,
Vilém_Kurz_Starszy,3556,20,,,127,
Andriej_Tichonow,2737,24,,,127,
Wanda_Prażmowska-Ivánka,8232,11,,,127,
Mieczysław_Kreutz,6531,13,,,127,
Krystyna_Łyczkowska,3552,20,,,127,
